"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LOC1079644991",4.50847859997874e-32,0.684712821908997,0.754,0.378,4.51208538285873e-28,"Unannotated","LOC107964499"
"LOC7260402",2.48238287168188e-31,0.423887482749511,0.371,0.098,2.48436877797922e-27,"Unannotated","LOC726040"
"LOC4117294",7.27937155964944e-31,0.421852038507742,0.269,0.057,7.28519505689716e-27,"Unannotated","LOC411729"
"LOC1005783491",8.78641445018711e-31,0.414115645624793,0.274,0.06,8.79344358174726e-27,"Unannotated","LOC100578349"
"LOC7268603",1.88892096003542e-30,0.772063447934227,0.451,0.152,1.89043209680345e-26,"Unannotated","LOC726860"
"LOC5521012",1.85973860317155e-29,0.52120607396343,0.623,0.258,1.86122639405408e-25,"Unannotated","LOC552101"
"LOC4083374",2.51204016554463e-29,0.451000302796513,0.617,0.249,2.51404979767707e-25,"Unannotated","LOC408337"
"LOC5528011",2.59953534147578e-29,0.388345469548652,0.269,0.06,2.60161496974896e-25,"Unannotated","LOC552801"
"LOC4124583",6.41960905289517e-29,0.301362760031584,0.326,0.081,6.42474474013748e-25,"Unannotated","LOC412458"
"LOC4135572",6.481577553724e-29,0.861623270450889,0.817,0.519,6.48676281576698e-25,"Unannotated","LOC413557"
"LOC1005771384",2.47977799626921e-28,0.518098557750672,0.514,0.185,2.48176181866622e-24,"Unannotated","LOC100577138"
"LOC5524192",4.30984826862163e-28,0.28042802147244,0.269,0.059,4.31329614723653e-24,"Unannotated","LOC552419"
"LOC4085232",4.8345830473687e-28,0.652492651682532,0.451,0.158,4.83845071380659e-24,"Unannotated","LOC408523"
"LOC7269134",1.79575826948377e-27,0.537133237402733,0.491,0.182,1.79719487609935e-23,"Unannotated","LOC726913"
"Ip3k4",2.84296199254266e-27,0.29175998432681,0.309,0.078,2.8452363621367e-23,"Unannotated","Ip3k"
"LOC5510612",3.53504729790818e-27,0.615792223290874,0.6,0.269,3.53787533574651e-23,"Unannotated","LOC551061"
"LOC7255882",8.76824724802678e-27,0.392040861987905,0.257,0.058,8.7752618458252e-23,"Unannotated","LOC725588"
"LOC7272372",3.13586179998351e-26,0.668201619866384,0.463,0.166,3.1383704894235e-22,"Unannotated","LOC727237"
"LOC4084804",3.16799437097794e-26,0.29631602527306,0.28,0.067,3.17052876647472e-22,"Unannotated","LOC408480"
"LOC7257991",1.0585735509437e-25,0.819466804427295,0.691,0.375,1.05942040978446e-21,"Unannotated","LOC725799"
"LOC4090651",1.22846550055249e-25,1.01105895408251,0.697,0.401,1.22944827295293e-21,"Unannotated","LOC409065"
"LOC5511673",1.37686869071751e-25,0.775440879031825,0.834,0.533,1.37797018567008e-21,"Unannotated","LOC551167"
"LOC7258855",2.54381667807927e-25,0.774794507341196,0.943,0.745,2.54585173142173e-21,"Unannotated","LOC725885"
"LOC7264073",4.7749977651117e-25,0.83382290455277,0.771,0.476,4.77881776332379e-21,"Unannotated","LOC726407"
"LOC7256215",1.24964238276831e-24,0.298564111623443,0.32,0.087,1.25064209667452e-20,"Unannotated","LOC725621"
"LOC4096673",3.07361871000076e-24,0.781605061117109,0.754,0.468,3.07607760496876e-20,"Unannotated","LOC409667"
"LOC1132191152",4.39944066036552e-23,0.386926447516019,0.406,0.142,4.40296021289382e-19,"Unannotated","LOC113219115"
"LOC4097692",5.1525520720856e-23,0.642678739472936,0.634,0.332,5.15667411374326e-19,"Unannotated","LOC409769"
"LOC4088763",6.08765107776694e-23,0.7514870043824,0.84,0.57,6.09252119862915e-19,"Unannotated","LOC408876"
"LOC5520863",1.1622217928544e-22,0.342234543541107,0.337,0.104,1.16315157028868e-18,"Unannotated","LOC552086"
"LOC1005770283",1.52078733678621e-22,0.530627348268269,0.366,0.124,1.52200396665564e-18,"Unannotated","LOC100577028"
"LOC4103513",1.73244918987362e-22,0.338000000383482,0.28,0.077,1.73383514922552e-18,"Unannotated","LOC410351"
"LOC4129142",3.52048020722732e-22,0.668961895649021,0.486,0.216,3.5232965913931e-18,"Unannotated","LOC412914"
"LOC4100592",4.81804038925009e-22,1.21152157483082,0.497,0.233,4.82189482156149e-18,"Unannotated","LOC410059"
"LOC4097912",1.15449953910833e-21,0.582290135383241,0.766,0.476,1.15542313873962e-17,"Unannotated","LOC409791"
"LOC5527094",1.54572159593189e-21,0.64373521055199,0.937,0.791,1.54695817320864e-17,"Unannotated","LOC552709"
"LOC1005762832",2.87010178123409e-21,0.42264796172393,0.303,0.093,2.87239786265908e-17,"Unannotated","LOC100576283"
"LOC7265474",4.49145992693456e-21,0.526597876573766,0.446,0.178,4.49505309487611e-17,"Unannotated","LOC726547"
"LOC4088972",5.41896093555308e-21,0.639905842025813,0.583,0.289,5.42329610430152e-17,"Unannotated","LOC408897"
"LOC4115524",8.36682356852857e-21,0.461223462223676,0.423,0.165,8.37351702738339e-17,"Unannotated","LOC411552"
"LOC4116703",1.04062836276921e-20,0.767783176503196,0.663,0.397,1.04146086545942e-16,"Unannotated","LOC411670"
"LOC7274602",1.47055544202408e-20,0.658323200043621,0.949,0.758,1.4717318863777e-16,"Unannotated","LOC727460"
"LOC5515192",6.11391220173046e-20,0.342249501123248,0.366,0.13,6.11880333149185e-16,"Unannotated","LOC551519"
"LOC1026566712",6.49916448230321e-20,0.329898322249025,0.291,0.09,6.50436381388906e-16,"Unannotated","LOC102656671"
"LOC5508571",7.9098985108608e-20,0.611070243927507,0.371,0.142,7.91622642966949e-16,"Unannotated","LOC550857"
"LOC1005769321",8.79542184374092e-20,0.484529689874866,0.257,0.075,8.80245818121591e-16,"Unannotated","LOC100576932"
"LOC1026535992",9.48260490944067e-20,0.897379191596275,0.909,0.763,9.49019099336823e-16,"Unannotated","LOC102653599"
"LOC4101653",9.72225795386998e-20,0.772470039654412,0.914,0.758,9.73003576023308e-16,"Unannotated","LOC410165"
"LOC1005789251",3.46137957856964e-19,0.582587278033281,0.994,0.962,3.46414868223249e-15,"Unannotated","LOC100578925"
"LOC7248304",5.00971910182636e-19,0.587924795872428,0.754,0.479,5.01372687710782e-15,"Unannotated","LOC724830"
"LOC4086852",8.14275211456995e-19,0.554166316341196,1,0.964,8.14926631626161e-15,"Unannotated","LOC408685"
"LOC1026556993",1.09796232697716e-18,0.382179311346886,0.389,0.15,1.09884069683874e-14,"Unannotated","LOC102655699"
"LOC7241775",1.44735903719557e-18,0.624130241040282,0.606,0.331,1.44851692442533e-14,"Unannotated","LOC724177"
"LOC7245011",1.76954478442283e-18,0.315387501880463,0.343,0.122,1.77096042025037e-14,"Unannotated","LOC724501"
"LOC4112972",3.96683337474744e-18,0.363491228418463,0.331,0.119,3.97000684144724e-14,"Unannotated","LOC411297"
"LOC4087594",4.23668708500638e-18,0.463655316011061,0.72,0.427,4.24007643467439e-14,"Unannotated","LOC408759"
"LOC4120591",5.72103316744576e-18,0.516501949018338,0.606,0.334,5.72560999397971e-14,"Unannotated","LOC412059"
"LOC4128852",1.27348741013448e-17,0.470295222287187,0.44,0.196,1.27450620006258e-13,"Unannotated","LOC412885"
"LOC4092553",1.81439328359282e-17,0.426776677019375,0.463,0.209,1.81584479821969e-13,"Unannotated","LOC409255"
"LOC4088674",1.9216891605016e-17,0.561695680029491,0.509,0.246,1.92322651183e-13,"Unannotated","LOC408867"
"LOC1026559042",2.05381822505886e-17,0.538984558934667,0.977,0.927,2.05546127963891e-13,"Unannotated","LOC102655904"
"LOC4104244",6.50327087669615e-17,0.666194018337185,0.663,0.407,6.50847349339751e-13,"Unannotated","LOC410424"
"LOC4106494",1.54904837438338e-16,0.452643957770041,0.417,0.178,1.55028761308288e-12,"Unannotated","LOC410649"
"LOC7268834",3.34077377736695e-16,0.451431376843026,0.354,0.144,3.34344639638885e-12,"Unannotated","LOC726883"
"LOC4095394",5.27405597172978e-16,0.415562269601876,0.509,0.244,5.27827521650716e-12,"Unannotated","LOC409539"
"LOC4097842",8.11191765870211e-16,0.36917108189385,0.446,0.206,8.11840719282907e-12,"Unannotated","LOC409784"
"LOC4087051",1.42375761057903e-15,0.516300931320804,0.777,0.576,1.4248966166675e-11,"Unannotated","LOC408705"
"LOC4086492",1.50656597663892e-15,0.32574105728289,0.297,0.109,1.50777122942023e-11,"Unannotated","LOC408649"
"LOC4098723",1.7838489169711e-15,0.487412288258864,0.486,0.245,1.78527599610468e-11,"Unannotated","LOC409872"
"LOC4088013",2.50000488241245e-15,0.516985913142549,0.994,0.962,2.50200488631838e-11,"Unannotated","LOC408801"
"LOC4086942",3.25670043036304e-15,0.572426750487134,0.543,0.299,3.25930579070733e-11,"Unannotated","LOC408694"
"LOC4084782",7.56562588772234e-15,0.635586760598619,0.491,0.258,7.57167838843252e-11,"Unannotated","LOC408478"
"LOC4088743",3.02012793653388e-14,0.521065489025068,0.846,0.597,3.0225440388831e-10,"Unannotated","LOC408874"
"LOC1005773933",3.19098746163274e-14,0.50764767617542,0.577,0.32,3.19354025160205e-10,"Unannotated","LOC100577393"
"LOC1079650623",1.02072192138748e-13,0.512184090840808,0.766,0.557,1.02153849892459e-09,"Unannotated","LOC107965062"
"LOC4090513",1.58021536899447e-13,0.5647062888828,0.971,0.955,1.58147954128967e-09,"Unannotated","LOC409051"
"LOC4086773",2.26763129677572e-13,0.370174933452533,0.451,0.224,2.26944540181314e-09,"Unannotated","LOC408677"
"LOC7258785",2.56113487583481e-13,0.341983731366481,0.394,0.181,2.56318378373548e-09,"Unannotated","LOC725878"
"LOC7274561",5.07898008382762e-13,0.397528699439789,0.394,0.187,5.08304326789468e-09,"Unannotated","LOC727456"
"LOC5509181",6.60511765260776e-13,0.860171990618289,0.629,0.441,6.61040174672984e-09,"Unannotated","LOC550918"
"LOC7253431",7.07252437458787e-13,0.435673144401342,0.331,0.148,7.07818239408754e-09,"Unannotated","LOC725343"
"LOC7267094",8.39130387373395e-13,0.598053761012693,0.64,0.437,8.39801691683294e-09,"Unannotated","LOC726709"
"LOC4133144",8.6946287507905e-13,0.510332523549661,0.577,0.355,8.70158445379114e-09,"Unannotated","LOC413314"
"LOC4096421",9.4159702207496e-13,0.397847065602004,0.274,0.111,9.4235029969262e-09,"Unannotated","LOC409642"
"LOC1026560112",1.03137967729509e-12,0.299321377740806,0.371,0.167,1.03220478103693e-08,"Unannotated","LOC102656011"
"LOC1005771982",1.15101802003326e-12,0.281334516361814,0.263,0.1,1.15193883444929e-08,"Unannotated","LOC100577198"
"LOC4102713",1.23869893474733e-12,0.262868454831035,0.263,0.099,1.23968989389513e-08,"Unannotated","LOC410271"
"LOC4107952",1.38225829676006e-12,0.434412655594496,0.537,0.313,1.38336410339747e-08,"Unannotated","LOC410795"
"LOC4100062",1.48849519272769e-12,0.381795432529425,0.303,0.125,1.48968598888188e-08,"Unannotated","LOC410006"
"LOC4100451",1.71288960924429e-12,0.647127565257032,0.703,0.505,1.71425992093169e-08,"Unannotated","LOC410045"
"LOC4140512",2.22640245626828e-12,0.324860738207027,0.286,0.118,2.22818357823329e-08,"Unannotated","LOC414051"
"LOC102654450",4.84775993838113e-12,0.469554587172515,0.269,0.108,4.85163814633184e-08,"Unannotated","LOC102654450"
"LOC7264612",5.50889731142002e-12,0.40164229216211,0.789,0.571,5.51330442926915e-08,"Unannotated","LOC726461"
"LOC4087171",8.71232412983338e-12,0.469051297919449,0.371,0.185,8.71929398913725e-08,"Unannotated","LOC408717"
"LOC5522443",1.32728709912436e-11,0.383357502544167,0.514,0.29,1.32834892880366e-07,"Unannotated","LOC552244"
"LOC7252484",1.40802255908316e-11,0.379502616598452,0.56,0.341,1.40914897713043e-07,"Unannotated","LOC725248"
"LOC7249733",2.46954783377609e-11,0.297651458148323,0.52,0.292,2.47152347204311e-07,"Unannotated","LOC724973"
"LOC4133104",2.7911801227879e-11,0.287348202025926,0.663,0.442,2.79341306688613e-07,"Unannotated","LOC413310"
"LOC5521043",3.7113137193087e-11,0.335728275967292,0.417,0.218,3.71428277028414e-07,"Unannotated","LOC552104"
"LOC4121112",5.15589234085494e-11,0.394458037599023,0.589,0.388,5.16001705472762e-07,"Unannotated","LOC412111"
"LOC413875",5.38313363813064e-11,0.570765359266414,0.251,0.105,5.38744014504115e-07,"Unannotated","LOC413875"
"LOC7261751",5.94339118763385e-11,0.830078794057901,0.543,0.344,5.94814590058395e-07,"Unannotated","LOC726175"
"LOC4086182",6.06381263485384e-11,0.550225214739965,0.989,0.958,6.06866368496172e-07,"Unannotated","LOC408618"
"LOC4088272",7.43631336368818e-11,0.313543350731805,0.389,0.198,7.44226241437913e-07,"Unannotated","LOC408827"
"LOC7266974",1.82723207104566e-10,0.40167269325031,0.411,0.23,1.8286938567025e-06,"Unannotated","LOC726697"
"GstD12",2.1651949599086e-10,0.666181205808143,0.314,0.155,2.16692711587653e-06,"Unannotated","GstD1"
"LOC7257882",2.32944176729125e-10,0.445685285548468,0.491,0.296,2.33130532070508e-06,"Unannotated","LOC725788"
"LOC4111773",3.2326562505799e-10,0.319439036739219,0.537,0.32,3.23524237558037e-06,"Unannotated","LOC411177"
"LOC5521832",4.02111646413453e-10,0.469694833274954,0.343,0.176,4.02433335730584e-06,"Unannotated","LOC552183"
"LOC7259743",4.5227380845682e-10,0.418203323981503,0.366,0.187,4.52635627503585e-06,"Unannotated","LOC725974"
"LOC4121041",7.4976826152471e-10,0.327746921611827,0.491,0.291,7.5036807613393e-06,"Unannotated","LOC412104"
"LOC4086162",1.98697761619219e-09,0.508929782061116,0.789,0.732,1.98856719828515e-05,"Unannotated","LOC408616"
