"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LOC726912",9.63729562530879e-204,1.51832923287757,0.712,0.089,9.64500546180904e-200,"Epithelial cell","LOC726912"
"LOC552251",3.20990266279505e-202,1.18285426224368,0.495,0.038,3.21247058492529e-198,"Epithelial cell","LOC552251"
"LOC551617",6.13265696336777e-201,0.999191731042773,0.63,0.063,6.13756308893846e-197,"Epithelial cell","LOC551617"
"LOC413583",1.26595004936012e-200,0.731533795748177,0.466,0.034,1.26696280939961e-196,"Epithelial cell","LOC413583"
"LOC727091",1.96987098480718e-200,2.45606340352853,0.928,0.168,1.97144688159503e-196,"Epithelial cell","LOC727091"
"LOC551793",1.05621850420391e-199,1.02245531198475,0.615,0.062,1.05706347900728e-195,"Epithelial cell","LOC551793"
"LOC408822",1.32681481377498e-197,1.84520877260533,0.875,0.137,1.327876265626e-193,"Epithelial cell","LOC408822"
"LOC724890",4.53673833013291e-196,0.749372878066904,0.337,0.017,4.54036772079702e-192,"Epithelial cell","LOC724890"
"LOC413596",4.40954594167901e-195,0.995169004502086,0.567,0.055,4.41307357843235e-191,"Epithelial cell","LOC413596"
"LOC724304",5.11553858882854e-194,0.833769158225194,0.389,0.024,5.1196310196996e-190,"Epithelial cell","LOC724304"
"LOC726260",7.55275237779702e-194,0.485428182503441,0.269,0.01,7.55879457969926e-190,"Epithelial cell","LOC726260"
"LOC100576384",6.88726025156142e-192,2.77149108377438,0.99,0.256,6.89277005976267e-188,"Epithelial cell","LOC100576384"
"LOC409904",1.39470827574476e-185,1.75563184282462,0.942,0.176,1.39582404236535e-181,"Epithelial cell","LOC409904"
"LOC411349",1.24690066551768e-182,1.13481298150225,0.611,0.067,1.24789818605009e-178,"Epithelial cell","LOC411349"
"LOC113218519",3.35306381094222e-182,0.751056500724441,0.5,0.043,3.35574626199097e-178,"Epithelial cell","LOC113218519"
"LOC727578",2.97802947280523e-181,1.06735605333993,0.514,0.046,2.98041189638348e-177,"Epithelial cell","LOC727578"
"LOC100576700",4.6983826409194e-181,1.97907410502993,0.663,0.086,4.70214134703213e-177,"Epithelial cell","LOC100576700"
"LOC724235",3.63666234381029e-180,0.996562900163617,0.577,0.062,3.63957167368534e-176,"Epithelial cell","LOC724235"
"LOC724156",1.61690100401959e-179,0.748475850266908,0.49,0.042,1.6181945248228e-175,"Epithelial cell","LOC724156"
"LOC102655559",1.38775382740295e-176,0.592956839612123,0.303,0.015,1.38886403046487e-172,"Epithelial cell","LOC102655559"
"LOC725997",7.06309525968436e-176,0.547929334208642,0.356,0.021,7.06874573589211e-172,"Epithelial cell","LOC725997"
"LOC408429",1.18133797057886e-175,1.95286472346663,0.99,0.222,1.18228304095533e-171,"Epithelial cell","LOC408429"
"LOC412774",3.39809146735142e-175,0.42600353030085,0.279,0.012,3.4008099405253e-171,"Epithelial cell","LOC412774"
"LOC100577603",1.24875899469073e-174,0.725847126404485,0.399,0.028,1.24975800188648e-170,"Epithelial cell","LOC100577603"
"LOC100577440",1.43758309269661e-174,0.526942415211581,0.298,0.014,1.43873315917077e-170,"Epithelial cell","LOC100577440"
"LOC724870",1.02716746241166e-171,1.58629091972988,0.793,0.133,1.02798919638158e-167,"Epithelial cell","LOC724870"
"LOC409707",2.21568634217394e-170,0.931844415462168,0.534,0.056,2.21745889124767e-166,"Epithelial cell","LOC409707"
"LOC100576247",1.08090054565445e-169,1.16988407323403,0.635,0.083,1.08176526609097e-165,"Epithelial cell","LOC100576247"
"LOC413386",1.45052785596156e-167,1.17851746463468,0.553,0.061,1.45168827824633e-163,"Epithelial cell","LOC413386"
"LOC551028",4.22989903417241e-167,0.535525524385004,0.303,0.016,4.23328295339975e-163,"Epithelial cell","LOC551028"
"LOC410236",5.4116988966659e-167,0.664550367625138,0.418,0.033,5.41602825578324e-163,"Epithelial cell","LOC410236"
"LOC551170",1.16132708368553e-166,1.37914638283075,0.558,0.062,1.16225614535247e-162,"Epithelial cell","LOC551170"
"LOC411264",1.1891522730018e-164,1.47649665400787,0.947,0.187,1.1901035948202e-160,"Epithelial cell","LOC411264"
"LOC410171",1.2374693476809e-164,1.22414049633498,0.75,0.121,1.23845932315904e-160,"Epithelial cell","LOC410171"
"LOC408579",5.97432815838944e-164,0.746286631271878,0.356,0.023,5.97910762091616e-160,"Epithelial cell","LOC408579"
"LOC100576934",1.66900987562868e-162,0.596971968669639,0.327,0.02,1.67034508352918e-158,"Epithelial cell","LOC100576934"
"LOC100578976",4.65007166182034e-161,0.435147977700633,0.279,0.014,4.65379171914979e-157,"Epithelial cell","LOC100578976"
"LOC410369",2.23498698169487e-160,1.7215259391682,0.942,0.223,2.23677497128023e-156,"Epithelial cell","LOC410369"
"LOC409514",2.89485015888687e-156,1.05126692070395,0.577,0.072,2.89716603901398e-152,"Epithelial cell","LOC409514"
"LOC412209",3.63505787279892e-156,0.62843259382148,0.409,0.033,3.63796591909716e-152,"Epithelial cell","LOC412209"
"LOC727028",5.23864876416167e-155,0.654766574141075,0.255,0.012,5.242839683173e-151,"Epithelial cell","LOC727028"
"LOC409203",7.84590452288678e-155,0.650020464949753,0.365,0.027,7.85218124650509e-151,"Epithelial cell","LOC409203"
"LOC552149",1.63905484802269e-153,0.829757660383597,0.418,0.036,1.64036609190111e-149,"Epithelial cell","LOC552149"
"LOC100578519",1.41186117215732e-152,1.01675622832558,0.654,0.092,1.41299066109505e-148,"Epithelial cell","LOC100578519"
"LOC725462",7.04684791613621e-152,1.01596332089101,0.538,0.062,7.05248539446912e-148,"Epithelial cell","LOC725462"
"LOC100578600",2.93513650816368e-151,0.662923879244419,0.471,0.047,2.93748461737021e-147,"Epithelial cell","LOC100578600"
"LOC726421",2.62740131877688e-146,0.781830012238674,0.505,0.054,2.6295032398319e-142,"Epithelial cell","LOC726421"
"LOC408337",8.22591161599334e-146,1.59730731039359,0.913,0.241,8.23249234528613e-142,"Epithelial cell","LOC408337"
"LOC100578621",6.16126960986331e-145,0.54080783354057,0.385,0.032,6.16619862555121e-141,"Epithelial cell","LOC100578621"
"LOC408863",9.15155005903474e-144,0.588497977206206,0.298,0.019,9.15887129908197e-140,"Epithelial cell","LOC408863"
"Obp15",2.14254048703255e-143,0.661002374778957,0.293,0.018,2.14425451942217e-139,"Epithelial cell","Obp15"
"LOC412960",3.83961149516629e-141,0.57397277246429,0.308,0.02,3.84268318436243e-137,"Epithelial cell","LOC412960"
"LOC726362",1.43891079125663e-140,0.47180853877836,0.707,0.107,1.44006191988964e-136,"Epithelial cell","LOC726362"
"LOC102655449",2.27569816474171e-139,0.661213764904737,0.317,0.022,2.27751872327351e-135,"Epithelial cell","LOC102655449"
"LOC412354",9.41350988411245e-138,1.20437207798602,0.702,0.127,9.42104069201974e-134,"Epithelial cell","LOC412354"
"LOC410438",2.50249036825326e-137,0.803629004871527,0.49,0.054,2.50449236054786e-133,"Epithelial cell","LOC410438"
"LOC409616",6.30563812769859e-137,1.62086564134272,0.909,0.243,6.31068263820075e-133,"Epithelial cell","LOC409616"
"LOC725482",6.7319756432418e-137,0.76778204315157,0.418,0.042,6.73736122375639e-133,"Epithelial cell","LOC725482"
"LOC552048",1.01895701397131e-134,0.563076797963887,0.37,0.032,1.01977217958248e-130,"Epithelial cell","LOC552048"
"LOC413021",2.93000838865204e-133,0.465429892134948,0.346,0.027,2.93235239536296e-129,"Epithelial cell","LOC413021"
"LOC412074",4.88001472815577e-133,0.689384109730557,0.562,0.071,4.88391873993829e-129,"Epithelial cell","LOC412074"
"LOC552079",1.18406819557139e-132,1.77487328705027,0.957,0.291,1.18501545012785e-128,"Epithelial cell","LOC552079"
"LOC550886",3.95873513176656e-131,2.25439212896944,0.938,0.352,3.96190211987197e-127,"Epithelial cell","LOC550886"
"LOC406146",4.56893704847865e-131,0.622468668311397,0.438,0.047,4.57259219811743e-127,"Epithelial cell","LOC406146"
"LOC552028",1.2900710395995e-130,0.711011330720792,0.442,0.046,1.29110309643118e-126,"Epithelial cell","LOC552028"
"LOC410706",5.55716578380896e-130,0.901190113878252,0.837,0.156,5.56161151643601e-126,"Epithelial cell","LOC410706"
"LOC411822",8.18594727066063e-130,1.3776402414533,0.769,0.166,8.19249602847715e-126,"Epithelial cell","LOC411822"
"For",7.61197078685763e-129,1.4749920949061,0.668,0.115,7.61806036348712e-125,"Epithelial cell","For"
"LOC413968",2.21226395660423e-126,2.35090910045464,0.99,0.432,2.21403376776952e-122,"Epithelial cell","LOC413968"
"LOC413071",2.72157384843659e-126,1.40475489945082,0.611,0.098,2.72375110751534e-122,"Epithelial cell","LOC413071"
"LOC100576547",8.4486460852725e-126,0.60476386646257,0.327,0.027,8.45540500214072e-122,"Epithelial cell","LOC100576547"
"Per",2.62467781136074e-125,1.48490900157117,0.774,0.174,2.62677755360982e-121,"Epithelial cell","Per"
"LOC408449",3.35456125159334e-125,2.00289958951251,0.995,0.395,3.35724490059461e-121,"Epithelial cell","LOC408449"
"LOC410253",6.59101498188433e-125,1.87866583649813,0.918,0.307,6.59628779386984e-121,"Epithelial cell","LOC410253"
"LOC725081",1.58491005007672e-124,2.14563564500753,0.957,0.417,1.58617797811678e-120,"Epithelial cell","LOC725081"
"LOC100578423",2.38665397484668e-124,1.08046913752483,0.534,0.075,2.38856329802656e-120,"Epithelial cell","LOC100578423"
"LOC412703",1.5474245916095e-123,0.691268093775986,0.385,0.038,1.54866253128279e-119,"Epithelial cell","LOC412703"
"LOC100578349",2.39906578257523e-123,0.984126454860324,0.452,0.055,2.40098503520129e-119,"Epithelial cell","LOC100578349"
"LOC726860",8.49753833245614e-123,1.20910980855705,0.707,0.144,8.50433636312211e-119,"Epithelial cell","LOC726860"
"LOC408759",2.52446616819383e-122,2.08458578368746,0.952,0.421,2.52648574112838e-118,"Epithelial cell","LOC408759"
"Ac3",2.81285357464221e-122,1.249829379551,0.774,0.182,2.81510385750192e-118,"Epithelial cell","Ac3"
"LOC727007",1.58479398090228e-121,0.645645723626681,0.534,0.07,1.58606181608701e-117,"Epithelial cell","LOC727007"
"LOC411159",4.25380308272153e-121,0.750665061677414,0.356,0.033,4.25720612518771e-117,"Epithelial cell","LOC411159"
"LOC100577945",5.73294915606195e-121,2.19562620286742,0.986,0.391,5.7375355153868e-117,"Epithelial cell","LOC100577945"
"LOC408989",3.16487248061473e-118,0.562697885016938,0.341,0.031,3.16740437859922e-114,"Epithelial cell","LOC408989"
"LOC102656070",2.91720841619437e-117,0.490665019603897,0.293,0.023,2.91954218292733e-113,"Epithelial cell","LOC102656070"
"LOC408906",1.97143862215893e-116,1.80143783125911,0.928,0.357,1.97301577305666e-112,"Epithelial cell","LOC408906"
"LOC726601",3.06934669235646e-116,0.654749554197834,0.423,0.049,3.07180216971035e-112,"Epithelial cell","LOC726601"
"LOC724293",3.71395553148126e-116,0.74963373204382,0.514,0.072,3.71692669590645e-112,"Epithelial cell","LOC724293"
"LOC724568",1.05227080442318e-113,0.445253255386411,0.284,0.022,1.05311262106672e-109,"Epithelial cell","LOC724568"
"LOC552489",1.62073599300767e-113,0.577614136042,0.327,0.03,1.62203258180207e-109,"Epithelial cell","LOC552489"
"LOC413736",8.3699056285404e-113,1.55002223317651,0.74,0.185,8.37660155304323e-109,"Epithelial cell","LOC413736"
"LOC411261",8.79547783630055e-113,0.466148459829884,0.332,0.03,8.80251421856959e-109,"Epithelial cell","LOC411261"
"LOC408285",6.16605869869204e-112,1.01288536073977,0.678,0.141,6.17099154565099e-108,"Epithelial cell","LOC408285"
"LOC102653945",7.48208766973799e-112,0.375810656133091,0.274,0.021,7.48807333987378e-108,"Epithelial cell","LOC102653945"
"LOC413582",1.48814418050128e-111,0.614810300681507,0.322,0.029,1.48933469584569e-107,"Epithelial cell","LOC413582"
"LOC411345",1.68118261041287e-110,0.497230488010284,0.25,0.017,1.6825275565012e-106,"Epithelial cell","LOC411345"
"LOC414051",3.09339599069297e-110,0.908459381997587,0.596,0.11,3.09587070748552e-106,"Epithelial cell","LOC414051"
"LOC410351",6.54093953490663e-110,0.698954239193603,0.49,0.071,6.54617228653456e-106,"Epithelial cell","LOC410351"
"LOC725393",7.00271316710994e-110,1.90579934870215,0.962,0.436,7.00831533764362e-106,"Epithelial cell","LOC725393"
"LOC551924",2.14995963089945e-109,0.936075797292355,0.567,0.097,2.15167959860417e-105,"Epithelial cell","LOC551924"
"Dsx",7.12576954353217e-109,2.23709182212404,0.942,0.444,7.131470159167e-105,"Epithelial cell","Dsx"
"Ip3k",1.21459067545337e-108,0.701038688625822,0.495,0.072,1.21556234799374e-104,"Epithelial cell","Ip3k"
"LOC413638",2.56443572339742e-108,1.16059430216941,0.707,0.164,2.56648727197614e-104,"Epithelial cell","LOC413638"
"LOC724867",3.29489079356553e-107,1.96617930213355,0.587,0.118,3.29752670620039e-103,"Epithelial cell","LOC724867"
"LOC100576592",1.8998364549516e-105,0.875202146959726,0.385,0.046,1.90135632411556e-101,"Epithelial cell","LOC100576592"
"nAChRa6",1.49901776771801e-104,1.53269002359582,0.716,0.163,1.50021698193219e-100,"Epithelial cell","nAChRa6"
"LOC410096",2.05065245570683e-104,0.497068542111154,0.317,0.03,2.0522929776714e-100,"Epithelial cell","LOC410096"
"LOC408480",6.4742378776585e-103,0.735119520508692,0.452,0.062,6.47941726796063e-99,"Epithelial cell","LOC408480"
"LOC409533",1.47561521968318e-102,0.650061380808549,0.38,0.045,1.47679571185892e-98,"Epithelial cell","LOC409533"
"LOC410078",1.61331343474112e-102,1.21574507053311,0.774,0.208,1.61460408548892e-98,"Epithelial cell","LOC410078"
"LOC725817",1.84816957284293e-101,0.517361976834589,0.308,0.03,1.8496481085012e-97,"Epithelial cell","LOC725817"
"LOC100577504",3.72691346787309e-101,0.552016851404416,0.394,0.048,3.72989499864739e-97,"Epithelial cell","LOC100577504"
"LOC725775",3.2847145693176e-100,0.696072419930017,0.433,0.058,3.28734234097306e-96,"Epithelial cell","LOC725775"
"LOC410233",4.06475703009678e-100,0.750574676722507,0.385,0.046,4.06800883572086e-96,"Epithelial cell","LOC410233"
"LOC102653866",6.94152908780458e-100,0.972379442756942,0.644,0.13,6.94708231107483e-96,"Epithelial cell","LOC102653866"
"LOC552211",1.85594014531548e-99,0.426000139111483,0.288,0.026,1.85742489743173e-95,"Epithelial cell","LOC552211"
"LOC724548",2.25877568851482e-98,0.957035810811669,0.505,0.084,2.26058270906563e-94,"Epithelial cell","LOC724548"
"LOC551257",1.09992624920907e-97,1.28556160513582,0.832,0.264,1.10080619020844e-93,"Epithelial cell","LOC551257"
"LOC726690",9.31916578288287e-97,0.425998461121076,0.284,0.026,9.32662111550918e-93,"Epithelial cell","LOC726690"
"LOC413959",4.71965029656403e-96,0.868609065495939,0.596,0.12,4.72342601680128e-92,"Epithelial cell","LOC413959"
"LOC726905",2.33635884480202e-95,0.596239299752474,0.38,0.048,2.33822793187786e-91,"Epithelial cell","LOC726905"
"LOC410725",2.52712323413369e-95,0.548056761494054,0.413,0.056,2.529144932721e-91,"Epithelial cell","LOC410725"
"LOC726883",4.83681779423409e-95,1.18946956597587,0.615,0.137,4.84068724846948e-91,"Epithelial cell","LOC726883"
"LOC551558",7.05806336487813e-94,1.34987714196324,0.885,0.335,7.06370981557003e-90,"Epithelial cell","LOC551558"
"LOC412540",1.54214543733351e-93,0.898334542509566,0.308,0.032,1.54337915368337e-89,"Epithelial cell","LOC412540"
"Mblk-1",1.56019388343155e-93,1.77516971138317,0.995,0.987,1.5614420385383e-89,"Epithelial cell","Mblk-1"
"LOC726102",4.47198730638521e-93,0.626538707354771,0.404,0.056,4.47556489623032e-89,"Epithelial cell","LOC726102"
"LOC107964343",2.31450682511542e-92,0.757437870141093,0.524,0.095,2.31635843057552e-88,"Epithelial cell","LOC107964343"
"LOC724603",2.50602655321481e-92,0.395032390756751,0.284,0.027,2.50803137445739e-88,"Epithelial cell","LOC724603"
"LOC100577138",8.33155910826229e-92,1.18742267297174,0.697,0.179,8.3382243555489e-88,"Epithelial cell","LOC100577138"
"LOC410271",1.01946033044328e-91,0.719202913088574,0.514,0.092,1.02027589870763e-87,"Epithelial cell","LOC410271"
"LOC726230",5.41431013415334e-90,0.872736593519484,0.548,0.109,5.41864158226066e-86,"Epithelial cell","LOC726230"
"LOC410454",9.25766878235624e-90,0.41905975221383,0.471,0.072,9.26507491738212e-86,"Epithelial cell","LOC410454"
"LOC411348",1.93024748403902e-89,1.46226893308322,0.933,0.429,1.93179168202625e-85,"Epithelial cell","LOC411348"
"LOC102654051",5.28221310072831e-89,0.499322502013036,0.274,0.027,5.28643887120889e-85,"Epithelial cell","LOC102654051"
"LOC107964202",2.07995328940772e-88,0.974906828406068,0.639,0.155,2.08161725203925e-84,"Epithelial cell","LOC107964202"
"LOC412591",4.72646556134351e-88,0.744336178693604,0.466,0.079,4.73024673379258e-84,"Epithelial cell","LOC412591"
"LOC726866",1.61818029067477e-87,1.05145587661362,0.678,0.174,1.61947483490731e-83,"Epithelial cell","LOC726866"
"LOC552124",2.27509019699473e-87,0.541738053273923,0.418,0.062,2.27691026915232e-83,"Epithelial cell","LOC552124"
"LOC726547",4.92024257367369e-87,1.09714780054294,0.673,0.172,4.92417876773263e-83,"Epithelial cell","LOC726547"
"LOC726790",1.34023960929784e-86,0.479065398997967,0.308,0.035,1.34131180098528e-82,"Epithelial cell","LOC726790"
"LOC100576134",7.62271099596578e-85,0.630633502014751,0.351,0.047,7.62880916476256e-81,"Epithelial cell","LOC100576134"
"LOC102654950",3.91849920497941e-84,0.736167369488628,0.351,0.047,3.9216340043434e-80,"Epithelial cell","LOC102654950"
"LOC413242",1.49895286446044e-83,2.11459610613951,0.976,0.704,1.50015202675201e-79,"Epithelial cell","LOC413242"
"LOC552374",2.63044353094877e-82,0.536483001827105,0.361,0.05,2.63254788577353e-78,"Epithelial cell","LOC552374"
"LOC100578665",3.51810574683371e-82,0.604666937327495,0.361,0.049,3.52092023143118e-78,"Epithelial cell","LOC100578665"
"LOC409721",4.66937329037675e-79,0.364814944669586,0.25,0.025,4.67310878900905e-75,"Epithelial cell","LOC409721"
"LOC100577998",7.62717213631387e-79,1.00924100930042,0.745,0.222,7.63327387402293e-75,"Epithelial cell","LOC100577998"
"LOC408824",1.93735848386834e-78,1.36109137995731,0.688,0.202,1.93890837065543e-74,"Epithelial cell","LOC408824"
"LOC113218945",5.14143727504511e-78,0.583203460669848,0.327,0.044,5.14555042486514e-74,"Epithelial cell","LOC113218945"
"LOC412878",6.74400483256559e-78,1.62863660867241,0.889,0.457,6.74940003643164e-74,"Epithelial cell","LOC412878"
"LOC100579059",4.16747964018996e-77,0.482002733065176,0.346,0.048,4.17081362390211e-73,"Epithelial cell","LOC100579059"
"LOC102654095",4.19793562107248e-77,0.480700289294063,0.303,0.037,4.20129396956933e-73,"Epithelial cell","LOC102654095"
"LOC408725",7.95942655852297e-77,1.31634750622142,0.87,0.402,7.96579409976979e-73,"Epithelial cell","LOC408725"
"LOC503505",4.90783499649967e-76,0.771952446616448,0.654,0.16,4.91176126449687e-72,"Epithelial cell","LOC503505"
"LOC552276",2.01405635285332e-75,0.86074302976185,0.5,0.106,2.0156675979356e-71,"Epithelial cell","LOC552276"
"osp",2.66597546116809e-75,1.46073829901615,0.966,0.667,2.66810824153702e-71,"Epithelial cell","osp"
"LOC725967",4.84596822501821e-75,0.396518647619973,0.298,0.037,4.84984499959822e-71,"Epithelial cell","LOC725967"
"LOC724269",1.07877839514171e-74,1.23729057191979,0.721,0.214,1.07964141785782e-70,"Epithelial cell","LOC724269"
"LOC107965037",1.5217084969173e-74,0.530804179970885,0.351,0.052,1.52292586371484e-70,"Epithelial cell","LOC107965037"
"LOC724517",3.76258690176463e-74,1.37559847009854,0.918,0.491,3.76559697128604e-70,"Epithelial cell","LOC724517"
"LOC724283",1.14741506343029e-73,0.511626321882205,0.351,0.053,1.14833299548103e-69,"Epithelial cell","LOC724283"
"LOC412101",1.52016837665904e-73,0.578093038964535,0.269,0.032,1.52138451136037e-69,"Epithelial cell","LOC412101"
"LOC411157",2.17405350890597e-73,0.892506220776635,0.688,0.191,2.1757927517131e-69,"Epithelial cell","LOC411157"
"LOC113218838",5.01829739145071e-73,0.352971743520574,0.269,0.03,5.02231202936387e-69,"Epithelial cell","LOC113218838"
"LOC100576369",5.66408214956945e-73,0.658214006889773,0.524,0.107,5.66861341528911e-69,"Epithelial cell","LOC100576369"
"LOC408898",1.48467887853587e-72,0.852055719385923,0.577,0.141,1.4858666216387e-68,"Epithelial cell","LOC408898"
"LOC100577198",1.56363769110932e-71,0.858056119610226,0.466,0.095,1.56488860126221e-67,"Epithelial cell","LOC100577198"
"LOC412795",1.97463249240484e-71,0.83383910742559,0.558,0.135,1.97621219839876e-67,"Epithelial cell","LOC412795"
"LOC552342",2.06433797813619e-71,0.496751012663214,0.264,0.031,2.0659894485187e-67,"Epithelial cell","LOC552342"
"LOC410332",1.31085636646609e-70,0.746716394330037,0.486,0.104,1.31190505155926e-66,"Epithelial cell","LOC410332"
"LOC102655838",1.43627068570736e-70,0.79584245574611,0.625,0.174,1.43741970225592e-66,"Epithelial cell","LOC102655838"
"LOC408470",2.05996234438212e-69,1.92431029661401,0.938,0.627,2.06161031425763e-65,"Epithelial cell","LOC408470"
"Syt20",4.61954512719918e-69,0.399186542661537,0.279,0.035,4.62324076330094e-65,"Epithelial cell","Syt20"
"LOC100578939",6.24860380004697e-69,1.03517482434901,0.587,0.159,6.253602683087e-65,"Epithelial cell","LOC100578939"
"LOC412876",8.64689043870083e-69,1.04927361628091,0.572,0.152,8.6538079510518e-65,"Epithelial cell","LOC412876"
"LOC724259",1.34233287628373e-68,0.515935689079266,0.288,0.038,1.34340674258476e-64,"Epithelial cell","LOC724259"
"LOC410530",1.95098561812676e-68,0.867854005526532,0.591,0.164,1.95254640662126e-64,"Epithelial cell","LOC410530"
"LOC411277",2.0379274549777e-68,1.09337246814863,0.764,0.289,2.03955779694168e-64,"Epithelial cell","LOC411277"
"LOC724933",3.16016107156311e-68,1.63931272531379,0.938,0.709,3.16268920042036e-64,"Epithelial cell","LOC724933"
"LOC409898",3.27785836381067e-68,0.895233043405664,0.558,0.144,3.28048065050172e-64,"Epithelial cell","LOC409898"
"LOC552030",4.78065101121822e-68,0.745019095115265,0.466,0.098,4.7844755320272e-64,"Epithelial cell","LOC552030"
"LOC411846",5.34304092824883e-68,0.372950994106131,0.341,0.05,5.34731536099143e-64,"Epithelial cell","LOC411846"
"LOC113218811",9.65603000518461e-68,0.408487394477792,0.274,0.035,9.66375482918876e-64,"Epithelial cell","LOC113218811"
"LOC409212",9.3838595812326e-67,0.89643323088133,0.639,0.182,9.39136666889758e-63,"Epithelial cell","LOC409212"
"LOC408315",3.64049575438176e-66,1.63656401465531,0.957,0.677,3.64340815098526e-62,"Epithelial cell","LOC408315"
"LOC724177",4.03582141196792e-65,1.17364833217483,0.784,0.326,4.03905006909749e-61,"Epithelial cell","LOC724177"
"LOC408677",1.80050616378927e-64,0.879704363394879,0.678,0.218,1.80194656872031e-60,"Epithelial cell","LOC408677"
"LOC107964594",7.10790547351953e-64,0.676899994390927,0.452,0.098,7.11359179789834e-60,"Epithelial cell","LOC107964594"
"LOC410545",1.17382113499594e-63,1.13922131299084,0.923,0.558,1.17476019190394e-59,"Epithelial cell","LOC410545"
"LOC410724",1.79862173567076e-62,0.789703028367573,0.404,0.078,1.8000606330593e-58,"Epithelial cell","LOC410724"
"LOC727456",2.58309551690463e-62,1.4983156769118,0.591,0.182,2.58516199331815e-58,"Epithelial cell","LOC727456"
"LOC100578345",7.98122374385012e-62,0.642117614219055,0.466,0.105,7.9876087228452e-58,"Epithelial cell","LOC100578345"
"LOC412787",9.11751324823346e-62,1.49828660596249,0.798,0.387,9.12480725883205e-58,"Epithelial cell","LOC412787"
"LOC113219153",1.57693508217233e-61,0.800280196725068,0.308,0.049,1.57819663023807e-57,"Epithelial cell","LOC113219153"
"LOC408372",8.25228930872604e-61,1.70527392172954,0.928,0.667,8.25889114017302e-57,"Epithelial cell","LOC408372"
"LOC409667",1.471040170108e-60,1.19674070363404,0.822,0.465,1.47221700224408e-56,"Epithelial cell","LOC409667"
"LOC410222",1.75649974102059e-60,0.537720770657572,0.418,0.085,1.75790494081341e-56,"Epithelial cell","LOC410222"
"LOC412916",2.41874351014567e-60,0.584237078235735,0.495,0.113,2.42067850495379e-56,"Epithelial cell","LOC412916"
"LOC413310",3.02687956081972e-60,1.13504554112289,0.851,0.437,3.02930106446838e-56,"Epithelial cell","LOC413310"
"LOC552397",5.85606359351684e-60,0.829936969889128,0.596,0.173,5.86074844439165e-56,"Epithelial cell","LOC552397"
"LOC552375",1.25427125011825e-59,1.14525755285967,0.808,0.37,1.25527466711835e-55,"Epithelial cell","LOC552375"
"LOC100576392",4.01848554207987e-59,1.38919941136204,0.716,0.276,4.02170033051353e-55,"Epithelial cell","LOC100576392"
"LOC412263",2.05689583684151e-58,1.29064626429366,0.625,0.21,2.05854135351099e-54,"Epithelial cell","LOC412263"
"LOC724420",2.4478465741682e-58,1.26599698275232,0.76,0.355,2.44980485142753e-54,"Epithelial cell","LOC724420"
"LOC551167",5.14035025632352e-58,1.19329302968625,0.875,0.531,5.14446253652858e-54,"Epithelial cell","LOC551167"
"LOC406152",7.79029748668363e-58,0.739191464872788,0.375,0.075,7.79652972467298e-54,"Epithelial cell","LOC406152"
"LOC724727",1.8954881717293e-57,1.03266884673593,0.692,0.265,1.89700456226668e-53,"Epithelial cell","LOC724727"
"LOC408293",2.15533867150752e-57,0.786872665141208,0.481,0.126,2.15706294244473e-53,"Epithelial cell","LOC408293"
"LOC413934",5.78805997571363e-57,0.65390828502866,0.308,0.05,5.7926904236942e-53,"Epithelial cell","LOC413934"
"LOC552530",1.08987680872532e-56,0.41836101254444,0.288,0.045,1.0907487101723e-52,"Epithelial cell","LOC552530"
"LOC413410",1.68461325991473e-56,1.10226120440501,0.88,0.497,1.68596095052266e-52,"Epithelial cell","LOC413410"
"Dll",3.9811098174254e-56,1.15447737124444,0.966,0.728,3.98429470527934e-52,"Epithelial cell","Dll"
"LOC408897",7.72614189566947e-56,0.937108876313436,0.731,0.285,7.73232280918601e-52,"Epithelial cell","LOC408897"
"LOC724886",8.9404785138589e-56,0.387297000546168,0.284,0.044,8.94763089666998e-52,"Epithelial cell","LOC724886"
"LOC727370",7.48432674284672e-55,0.474469876032513,0.356,0.067,7.490314204241e-51,"Epithelial cell","LOC727370"
"LOC410427",9.75570376902554e-55,1.04585724904883,0.865,0.467,9.76350833204076e-51,"Epithelial cell","LOC410427"
"LOC413056",2.169294907983e-54,0.784875803994938,0.486,0.127,2.17103034390939e-50,"Epithelial cell","LOC413056"
"LOC102653951",2.46363016018993e-54,0.684172098959162,0.442,0.104,2.46560106431808e-50,"Epithelial cell","LOC102653951"
"LOC100576283",3.26399270737236e-54,0.695926968142696,0.404,0.09,3.26660390153826e-50,"Epithelial cell","LOC100576283"
"LOC726922",4.91685910690594e-54,0.420822059507787,0.327,0.06,4.92079259419146e-50,"Epithelial cell","LOC726922"
"LOC413060",7.62899086779619e-54,0.719102961538016,0.361,0.073,7.63509406049043e-50,"Epithelial cell","LOC413060"
"LOC107966043",2.31314936354961e-53,0.6436188591107,0.389,0.084,2.31499988304045e-49,"Epithelial cell","LOC107966043"
"LOC411297",3.26054620722048e-53,0.601726261541942,0.457,0.115,3.26315464418625e-49,"Epithelial cell","LOC411297"
"LOC725978",5.19849933990447e-53,0.336625248340266,0.346,0.067,5.2026581393764e-49,"Epithelial cell","LOC725978"
"LOC552286",8.15942762063799e-53,0.80049852351696,0.534,0.16,8.1659551627345e-49,"Epithelial cell","LOC552286"
